Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
B.Tech,Computer Science,7.41,no,5,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Finance,6.04,no,6,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
MBA,Finance,6.34,no,4,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
MBA,Finance,6.53,no,3,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,8.64,yes,2,"Circuit Design, C, Embedded Systems",PMP,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.26,yes,3,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
M.Tech,Computer Science,5.78,no,13,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
M.Tech,Computer Science,9.54,no,12,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,8.55,yes,6,"Circuit Design, C, Embedded Systems",PMP,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,8.86,no,8,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Mechanical,6.93,yes,7,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,7.35,yes,2,"Machine Learning, Python",Data Science Certificate,Education,Data Analyst,Data Analyst
B.Tech,Computer Science,6.56,yes,2,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
M.Tech,Computer Science,9.3,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,8.54,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
B.Tech,Mechanical,8.37,no,6,"Thermodynamics, SolidWorks",AWS Certified,Manufacturing,Design Engineer,Software Engineer
B.Tech,Computer Science,5.19,no,4,"Machine Learning, C++",AWS Certified,Education,Data Analyst,Data Analyst
MBA,Economics,10,yes,4,"Data Analysis, R, Statistics, Econometrics",PMP,Education,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.22,yes,4,"Thermodynamics, MATLAB, AutoCAD, SolidWorks",Six Sigma,Manufacturing,Design Engineer,Software Engineer
M.Tech,Computer Science,5.96,no,10,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
M.Tech,Computer Science,9.69,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Finance,9.09,yes,11,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
MBA,Economics,6.63,no,6,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,8.02,yes,7,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,9.39,no,13,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
M.Tech,Computer Science,5.71,no,11,"Python, C++, SQL",Data Science Certificate,IT,Software Engineer,Software Engineer
MBA,Finance,9.67,yes,3,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
MBA,Economics,6.39,no,4,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Electrical,8.32,no,2,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,9.46,no,0,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Economics,8.07,yes,10,"R, Econometrics, Data Analysis, Python, Statistics",AWS Certified,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,9.22,yes,9,"VHDL, Circuit Design, Embedded Systems, C",AWS Certified,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,5.75,no,3,"Machine Learning, C++, Python, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
M.Tech,Mechanical,9.92,no,0,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
MBA,Economics,9.61,yes,0,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
MBA,Economics,7.02,no,9,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,10,yes,5,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,9.14,yes,7,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
MBA,Finance,6.23,yes,4,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.58,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
MBA,Finance,6.76,no,7,"Accounting, Financial Modeling, Excel",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,7.1,no,8,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
MBA,Finance,6.8,no,6,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,8.13,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Economics,5.95,no,6,"Statistics, Econometrics, R",Data Science Certificate,Research,Financial Analyst,Data Analyst
B.Tech,Computer Science,7.78,no,7,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
B.Tech,Mechanical,5.98,no,3,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,7.11,no,4,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,10,yes,1,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,9.1,yes,9,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
MBA,Economics,7.5,no,3,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,8.93,yes,11,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
B.Tech,Mechanical,5.13,no,4,"AutoCAD, MATLAB, SolidWorks",PMP,Education,Design Engineer,Software Engineer
MBA,Economics,6,no,11,"Econometrics, Python, Data Analysis",Six Sigma,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,7.07,no,8,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
M.Tech,Mechanical,7.41,yes,7,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
B.Tech,Computer Science,6.28,no,3,"Machine Learning, C++, Python, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
B.Tech,Computer Science,7.7,no,8,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
M.Tech,Mechanical,5.75,no,7,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Finance,6.03,yes,0,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.29,yes,1,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
MBA,Finance,6.64,no,8,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
M.Tech,Mechanical,5.28,yes,12,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Finance,6.1,yes,4,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Economics,9.84,yes,7,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
B.Tech,Computer Science,6.31,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
M.Tech,Mechanical,9.49,no,0,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
M.Tech,Mechanical,9.58,yes,8,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
M.Tech,Computer Science,8.37,no,0,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
MBA,Finance,7.82,yes,0,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
MBA,Economics,9.24,yes,4,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
B.Tech,Mechanical,7.64,no,11,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Electrical,6.47,yes,9,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Computer Science,7.68,yes,4,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Mechanical,7.38,yes,7,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
B.Tech,Mechanical,5.95,no,6,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,9.62,no,1,"Python, Data Analysis, Econometrics, Statistics, R",AWS Certified,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.54,yes,3,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,8.43,yes,12,"R, Econometrics, Data Analysis, Python, Statistics",AWS Certified,IT,Financial Analyst,Data Analyst
MBA,Finance,7.09,yes,9,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,5.2,yes,7,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,6.65,no,4,"Java, Machine Learning, Python, C++",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
MBA,Economics,8.95,yes,4,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Finance,6.43,no,10,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Finance,7.05,no,7,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Mechanical,8.48,yes,9,"MATLAB, Thermodynamics, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,5.5,no,11,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,5.49,yes,8,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.77,yes,1,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,9.26,yes,4,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,7.66,no,11,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
MBA,Economics,6.86,yes,4,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
MBA,Economics,5.65,no,8,"Statistics, Econometrics, R",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.21,no,3,"C++, SQL, Java",AWS Certified,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electrical,8.97,yes,1,"Circuit Design, C, Embedded Systems",PMP,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.35,yes,6,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
M.Tech,Mechanical,6.39,yes,6,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,5.52,no,2,"Machine Learning, C++",AWS Certified,Education,Data Analyst,Data Analyst
M.Tech,Computer Science,10,yes,0,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,6.95,no,5,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Mechanical,9.54,no,0,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
MBA,Finance,5.65,no,0,"Accounting, Excel",PMP,Education,Financial Analyst,Data Analyst
MBA,Finance,6.44,no,6,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Mechanical,6.9,yes,8,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Mechanical,8.29,yes,12,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Economics,8.85,yes,3,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Mechanical,7.7,yes,4,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
MBA,Economics,6.95,yes,1,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
MBA,Economics,7.43,no,3,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
MBA,Finance,9.38,yes,0,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
B.Tech,Electrical,8.9,no,6,"Embedded Systems, C, Circuit Design, MATLAB",Data Science Certificate,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,9.68,yes,2,"MATLAB, VHDL, C, Circuit Design",AWS Certified,Finance,Hardware Engineer,Software Engineer
MBA,Economics,7.06,yes,5,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Electrical,5,yes,8,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,9.78,yes,5,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
MBA,Finance,8.65,yes,2,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,5.81,yes,11,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,9.02,no,0,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,7.81,no,8,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
M.Tech,Computer Science,9.75,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
B.Tech,Mechanical,5.22,no,1,"Thermodynamics, MATLAB",AWS Certified,Finance,Mechanical Engineer,Mechanical Engineer
MBA,Economics,9.06,yes,4,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.46,yes,9,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Computer Science,9.96,yes,2,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
M.Tech,Mechanical,5,yes,7,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Economics,7.01,no,5,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,5.76,no,10,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
M.Tech,Computer Science,8.1,no,3,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
M.Tech,Computer Science,9.26,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electrical,8.12,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,9.47,no,2,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
B.Tech,Electrical,9.17,no,2,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,8.11,no,7,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Finance,9.34,yes,7,"Financial Modeling, Excel, Accounting, Risk Analysis, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
M.Tech,Mechanical,5.75,no,9,"Thermodynamics, MATLAB, SolidWorks, AutoCAD",Data Science Certificate,Finance,Design Engineer,Software Engineer
MBA,Finance,6.54,no,3,"Accounting, Financial Modeling, Excel",Data Science Certificate,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,7.96,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
B.Tech,Computer Science,5.55,yes,7,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
MBA,Finance,9.35,yes,6,"Accounting, Risk Analysis, Financial Modeling",AWS Certified,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.2,yes,5,"AutoCAD, Thermodynamics",Six Sigma,IT,Design Engineer,Software Engineer
MBA,Finance,9.6,yes,9,"Financial Modeling, Accounting, Excel, SQL, Risk Analysis",AWS Certified,Manufacturing,Investment Analyst,Data Analyst
MBA,Economics,7.61,yes,12,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Mechanical,7.35,yes,3,"AutoCAD, Thermodynamics",Six Sigma,IT,Design Engineer,Software Engineer
B.Tech,Electrical,7.94,no,3,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Finance,9.84,yes,8,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Computer Science,5.52,no,3,"Machine Learning, C++",AWS Certified,Education,Data Analyst,Data Analyst
B.Tech,Mechanical,8.41,no,11,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
B.Tech,Electrical,9.17,yes,4,"Circuit Design, C, Embedded Systems",PMP,IT,Embedded Systems Engineer,Software Engineer
MBA,Finance,9.63,no,3,"Financial Modeling, SQL, Accounting, Excel",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,5.45,no,6,"Embedded Systems, MATLAB",Six Sigma,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,5.66,yes,1,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
MBA,Finance,5.61,yes,5,"Accounting, Excel, Financial Modeling",AWS Certified,Finance,Financial Analyst,Data Analyst
MBA,Economics,6.87,yes,5,"Python, Econometrics",AWS Certified,IT,Financial Analyst,Data Analyst
MBA,Economics,10,yes,5,"Data Analysis, R, Statistics, Econometrics",PMP,Education,Financial Analyst,Data Analyst
MBA,Economics,7.05,no,3,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
B.Tech,Computer Science,7.7,no,8,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Economics,7.5,no,0,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,6.81,yes,8,"Thermodynamics, MATLAB, AutoCAD",AWS Certified,Manufacturing,Design Engineer,Software Engineer
