Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
B.Tech,Mechanical,9.48,yes,7,"Thermodynamics, AutoCAD, SolidWorks, MATLAB",PMP,Finance,Design Engineer,Software Engineer
MBA,Economics,6.38,yes,9,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Electrical,5.88,yes,6,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,9.89,yes,8,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,9.63,yes,10,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Finance,6.48,no,10,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,8.96,no,8,"Embedded Systems, C, Circuit Design, MATLAB",Data Science Certificate,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.6,yes,7,"Thermodynamics, MATLAB, AutoCAD, SolidWorks",Six Sigma,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,10.0,yes,1,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,8.91,yes,5,"VHDL, MATLAB, C",Six Sigma,IT,Hardware Engineer,Software Engineer
M.Tech,Computer Science,5.46,no,8,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
B.Tech,Electrical,5.0,yes,2,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
MBA,Economics,7.02,yes,4,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Mechanical,5.95,no,5,"Thermodynamics, MATLAB, SolidWorks, AutoCAD",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Mechanical,5.08,no,2,"AutoCAD, MATLAB, SolidWorks",PMP,Education,Design Engineer,Software Engineer
MBA,Finance,7.0,no,11,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,5.44,no,4,"Accounting, Excel",PMP,Education,Financial Analyst,Data Analyst
MBA,Economics,9.33,yes,3,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Finance,7.76,yes,2,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,5.71,no,5,"Embedded Systems, MATLAB",Six Sigma,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,7.63,no,11,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
MBA,Finance,9.86,yes,3,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
MBA,Economics,9.27,yes,6,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
MBA,Finance,6.42,no,4,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.6,yes,12,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electrical,7.7,no,8,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
M.Tech,Computer Science,8.92,no,8,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Mechanical,9.32,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Tech,Mechanical,5.66,no,7,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
M.Tech,Computer Science,7.96,yes,8,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
MBA,Economics,9.25,yes,9,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Mechanical,7.01,yes,6,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
MBA,Finance,7.73,no,0,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
M.Tech,Mechanical,6.14,yes,10,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Electrical,5.91,yes,7,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,7.4,no,11,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
M.Tech,Mechanical,7.4,yes,6,"Thermodynamics, MATLAB, AutoCAD",AWS Certified,Manufacturing,Design Engineer,Software Engineer
M.Tech,Mechanical,5.5,no,5,"Thermodynamics, MATLAB, SolidWorks, AutoCAD",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,6.56,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
MBA,Finance,5.98,no,0,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.59,no,2,"Thermodynamics, SolidWorks",AWS Certified,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,6.58,no,10,"Econometrics, Python, Data Analysis",Six Sigma,Finance,Financial Analyst,Data Analyst
MBA,Finance,6.6,no,11,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
M.Tech,Computer Science,6.29,no,2,"C++, SQL, Java",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,8.23,yes,11,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Finance,7.56,yes,3,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,5.41,no,4,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
MBA,Economics,5.95,no,10,"Statistics, Econometrics, R",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.0,no,1,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Economics,8.92,yes,5,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Economics,9.41,yes,10,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Mechanical,5.0,yes,11,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
B.Tech,Electrical,6.42,yes,12,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
MBA,Economics,7.12,yes,1,"Python, Econometrics",AWS Certified,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,5.78,yes,7,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,6.03,yes,9,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,8.65,no,0,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,9.31,yes,3,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
MBA,Economics,7.58,yes,0,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,5.59,no,11,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
M.Tech,Mechanical,6.53,yes,10,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Finance,5.9,no,2,"Accounting, Excel",PMP,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.22,yes,12,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,6.8,no,6,"Java, Machine Learning, Python, C++",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
MBA,Economics,9.67,no,1,"Python, Data Analysis, Econometrics, Statistics, R",AWS Certified,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.75,no,8,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Mechanical,5.68,no,4,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,9.21,no,5,"Python, Data Analysis, Econometrics, Statistics, R",AWS Certified,Research,Financial Analyst,Data Analyst
MBA,Economics,6.65,yes,6,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,5.79,no,6,"Thermodynamics, MATLAB, SolidWorks, AutoCAD",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,7.2,yes,1,"Machine Learning, Python",Data Science Certificate,Education,Data Analyst,Data Analyst
M.Tech,Computer Science,9.84,yes,0,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,6.95,no,5,"Embedded Systems, VHDL, Circuit Design, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,8.82,no,8,"Embedded Systems, C, Circuit Design, MATLAB",Data Science Certificate,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,8.77,no,4,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,9.15,yes,9,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
MBA,Finance,6.27,no,11,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
B.Tech,Electrical,9.45,no,2,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,5.45,yes,1,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,6.82,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
M.Tech,Computer Science,9.19,no,3,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,6.07,no,12,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
M.Tech,Mechanical,6.97,yes,11,"MATLAB, SolidWorks, Thermodynamics",PMP,Education,Design Engineer,Software Engineer
MBA,Finance,7.03,no,9,"SQL, Financial Modeling, Accounting, Risk Analysis, Excel",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Finance,5.9,yes,3,"Financial Modeling, SQL, Excel, Accounting, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
M.Tech,Mechanical,5.61,no,8,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Economics,5.61,no,9,"Statistics, Econometrics, R",Data Science Certificate,Research,Financial Analyst,Data Analyst
MBA,Economics,8.36,yes,11,"R, Econometrics, Data Analysis, Python, Statistics",AWS Certified,IT,Financial Analyst,Data Analyst
MBA,Economics,6.15,yes,9,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Mechanical,7.84,no,8,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Mechanical,7.52,yes,5,"MATLAB, Thermodynamics, AutoCAD",PMP,Research,Design Engineer,Software Engineer
MBA,Finance,10.0,no,4,"Financial Modeling, SQL, Accounting, Excel",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Economics,6.43,no,4,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Computer Science,10.0,yes,7,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
MBA,Economics,8.98,yes,1,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
MBA,Finance,8.22,yes,3,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,9.92,yes,3,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,10.0,yes,11,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
B.Tech,Computer Science,7.87,no,6,"Java, SQL, Python",Six Sigma,Finance,Software Engineer,Software Engineer
B.Tech,Computer Science,6.29,no,2,"Machine Learning, C++, Python, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
M.Tech,Mechanical,7.49,no,1,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
B.Tech,Computer Science,7.23,yes,2,"Machine Learning, Python",Data Science Certificate,Education,Data Analyst,Data Analyst
B.Tech,Mechanical,5.5,no,3,"AutoCAD, MATLAB, SolidWorks",PMP,Education,Design Engineer,Software Engineer
M.Tech,Mechanical,7.46,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
MBA,Finance,6.98,no,7,"SQL, Financial Modeling, Accounting, Risk Analysis, Excel",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Economics,8.27,yes,11,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,6.14,no,4,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,9.42,yes,4,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,9.35,yes,10,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
M.Tech,Mechanical,6.92,no,2,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
MBA,Economics,7.87,no,3,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,6.92,yes,8,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
MBA,Finance,8.63,yes,0,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
MBA,Finance,6.33,no,0,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
MBA,Finance,6.82,no,3,"Financial Modeling, SQL",Six Sigma,Manufacturing,Financial Analyst,Data Analyst
MBA,Economics,9.21,yes,11,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Computer Science,6.12,no,7,"C++, SQL, Java",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Finance,7.2,no,11,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,9.42,yes,1,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,9.6,yes,2,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
B.Tech,Electrical,8.85,yes,3,"VHDL, MATLAB, C",Six Sigma,IT,Hardware Engineer,Software Engineer
MBA,Economics,7.36,yes,6,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
M.Tech,Mechanical,9.0,yes,13,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
B.Tech,Computer Science,6.9,no,7,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
M.Tech,Mechanical,5.13,no,10,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
B.Tech,Computer Science,7.37,yes,5,"Machine Learning, Python",Data Science Certificate,Education,Data Analyst,Data Analyst
B.Tech,Electrical,8.58,no,3,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,10.0,yes,8,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
MBA,Finance,6.19,no,2,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,5.65,no,5,"Thermodynamics, MATLAB",AWS Certified,Finance,Mechanical Engineer,Mechanical Engineer
M.Tech,Mechanical,6.27,yes,12,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Economics,8.68,yes,6,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Mechanical,8.49,yes,6,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,9.61,yes,5,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
B.Tech,Electrical,6.28,yes,11,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Mechanical,6.84,yes,10,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
MBA,Economics,9.31,yes,1,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
M.Tech,Mechanical,8.6,yes,3,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
MBA,Finance,9.77,yes,9,"Financial Modeling, Accounting, Excel, SQL, Risk Analysis",AWS Certified,Manufacturing,Investment Analyst,Data Analyst
MBA,Economics,8.17,yes,10,"R, Data Analysis",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,9.19,yes,11,"VHDL, Circuit Design, Embedded Systems, C",AWS Certified,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.21,yes,6,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
B.Tech,Electrical,5.63,yes,11,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,8.96,yes,9,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
M.Tech,Computer Science,9.46,no,2,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,7.8,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
MBA,Finance,9.48,yes,1,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electrical,9.24,yes,8,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,9.97,no,0,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
M.Tech,Mechanical,7.01,no,0,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
B.Tech,Mechanical,6.05,no,8,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,7.22,yes,3,"Python, Econometrics",AWS Certified,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,6.02,no,8,"AutoCAD, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
MBA,Finance,9.25,yes,0,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
M.Tech,Computer Science,10.0,no,9,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
M.Tech,Computer Science,9.5,yes,2,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
MBA,Economics,5.86,no,9,"Econometrics, Python, Data Analysis",Six Sigma,Finance,Financial Analyst,Data Analyst
